data_preprocessing_name,cross_validation_method,metric_name,data_name,predicted_client_name,mean,std,count
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9986486486486486,0.004273348189416753,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,All,0.9960000000000001,0.012649110640673542,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_A,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_B,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_C,0.9800000000000001,0.06324555320336758,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_D,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_E,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,All,0.9675,0.02925251914866839,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab1,0.975,0.05270462766947299,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab2,0.925,0.07095577652469333,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab3,0.9739583333333334,0.02873775235633132,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),All,0.9391666666666666,0.025775023799248974,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab1,0.7625,0.039528470752104736,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.9375,0.07216878364870323,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9541666666666666,0.022069789697320413,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,All,0.9983333333333333,0.005270462766947373,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,lab2,0.9949999999999999,0.015811388300841906,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),All,0.9549999999999998,0.024907235301622043,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab1,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab2,0.865,0.0747217059048663,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,All,0.8647058823529411,0.03161669705215115,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE14407,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE26712,0.8974358974358975,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE38666,0.9,0.1610152971798827,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE40595,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE6008,0.6666666666666666,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE69428,0.35,0.4116363011742823,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,All,0.5425925925925925,0.06113916303414511,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,China1,0.51,0.18529256146249728,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,China3,0.6173913043478261,0.1931400724516833,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,China5,0.6285714285714286,0.15841238031586857,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,France1,0.4666666666666666,0.18619527998241503,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,Germany1,0.5466666666666666,0.22835969028738007,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,Germany2,0.375,0.21245914639969937,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,All,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),All,0.865,0.02144473229513196,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab1,0.9888888888888889,0.03513641844631535,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.43571428571428567,0.07860749532961514,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9972972972972973,0.008546696378833435,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,All,0.992,0.025298221281347053,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,lab_A,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,lab_B,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,lab_C,0.96,0.12649110640673517,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,lab_D,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,lab_E,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,All,0.9349999999999999,0.05850503829733671,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,lab1,0.95,0.10540925533894598,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,lab2,0.85,0.14191155304938666,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,lab3,0.9479166666666666,0.057475504712662676,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),All,0.8783333333333333,0.05155004759849797,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab1,0.525,0.07905694150420949,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.875,0.14433756729740643,10
uncorrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9083333333333334,0.04413957939464084,10
