Sample_geo_ID	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1
GSM997618	Ovarian cancer stroma - sample 443	GSM997618	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997618/suppl/GSM997618_443S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997619	Ovarian cancer stroma - sample 467	GSM997619	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997619/suppl/GSM997619_467S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997620	Ovarian cancer stroma - sample 629	GSM997620	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997620/suppl/GSM997620_629S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997621	Ovarian cancer stroma - sample 744	GSM997621	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997621/suppl/GSM997621_744S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997622	Ovarian cancer stroma - sample 765	GSM997622	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997622/suppl/GSM997622_765S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997623	Ovarian cancer stroma - sample 778	GSM997623	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997623/suppl/GSM997623_778S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997624	Ovarian cancer stroma - sample 780	GSM997624	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997624/suppl/GSM997624_780S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997625	Ovarian cancer stroma - sample 794	GSM997625	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997625/suppl/GSM997625_794S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997626	Ovarian cancer stroma - sample 799	GSM997626	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997626/suppl/GSM997626_799S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997627	Ovarian cancer stroma - sample 872	GSM997627	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997627/suppl/GSM997627_872S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997628	Ovarian cancer stroma - sample 1064	GSM997628	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997628/suppl/GSM997628_1064S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997629	Ovarian cancer stroma - sample 1660	GSM997629	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian cancer stroma	Homo sapiens	tissue: Microdissected ovarian cancer stroma	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian cancer stroma	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997629/suppl/GSM997629_1660S.CEL.gz	54675	Microdissected ovarian cancer stroma
GSM997630	Human ovarian surface epthelium - sample 2225	GSM997630	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian surface epthelium	Homo sapiens	tissue: Microdissected ovarian surface epthelium	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian surface epthelium	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997630/suppl/GSM997630_HOSE2225.CEL.gz	54675	Microdissected ovarian surface epthelium
GSM997631	Human ovarian surface epthelium - sample 2226	GSM997631	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian surface epthelium	Homo sapiens	tissue: Microdissected ovarian surface epthelium	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian surface epthelium	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997631/suppl/GSM997631_HOSE2226.CEL.gz	54675	Microdissected ovarian surface epthelium
GSM997632	Human ovarian surface epthelium - sample 2228	GSM997632	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian surface epthelium	Homo sapiens	tissue: Microdissected ovarian surface epthelium	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian surface epthelium	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997632/suppl/GSM997632_HOSE2228.CEL.gz	54675	Microdissected ovarian surface epthelium
GSM997633	Human ovarian surface epthelium - sample 2230	GSM997633	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian surface epthelium	Homo sapiens	tissue: Microdissected ovarian surface epthelium	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian surface epthelium	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997633/suppl/GSM997633_HOSE2230.CEL.gz	54675	Microdissected ovarian surface epthelium
GSM997634	Human ovarian surface epthelium - sample 2234	GSM997634	Public on Sep 11 2014	Sep 04 2012	Sep 11 2014	RNA	1	Microdissected ovarian surface epthelium	Homo sapiens	tissue: Microdissected ovarian surface epthelium	total RNA	Cancer specimens were obtained from the primary tumors of previously untreated ovarian cancer patients at the Brigham and Women’s Hospital (Boston, MA). Normal human ovarian surface epithelium (HOSE) specimens were obtained from the normal ovaries of patients at the time of surgery for benign indications. All specimens were collected under protocols approved by the institutional review boards of the institution.	Frozen sections were affixed onto FRAME slides (Leica, Wetzlar, Germany), fixed in 70% alcohol and stained by 1% methyl green. Air-dried tissue sections were then taken for microdissection using a MD LMD laser microdissecting microscope (Leica). Different types of tissues were dissected and harvested. Total RNA was isolated using the RNeasy Micro kit (Qiagen).	Biotin	RNA samples were amplified and labeled using the two-cycle amplification protocol (Affymetrix).	9606	For each sample, 15 microgram of amplified biotinylated RNA was hybridized to a Human U133 Plus 2.0 GeneChip array.	GeneChip Scanner 3000 (Affymetrix) was used for array scanning and data collection.	Gene expression data from microdissected ovarian surface epthelium	Microarray data analysis software, GeneSpring V.11.0.2 (Agilent Technologies Inc.) was used to perform the primary data analysis. RMA summerization algorithm was used and baseline transformation to median of all samples were performed.	GPL570	Tsz-Lun,,Yeung	Gynecologic Oncology and Reproductive Medicine	University of Texas MD Anderson Cancer Center	1515 Holcombe Blvd. Unit 1362	Houston	TX	77030	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM997nnn/GSM997634/suppl/GSM997634_HOSE2234.CEL.gz	54675	Microdissected ovarian surface epthelium
