"MSP"	"SRS2821229"	"SRS2821227"	"SRS2821226"	"SRS2821225"	"SRS2821224"	"SRS2821223"	"SRS2821222"	"SRS2821221"	"SRS2821218"	"SRS2821217"	"SRS2821215"	"SRS2821213"	"SRS2821212"	"SRS2821210"	"SRS2821207"	"SRS2821206"	"SRS2821205"	"SRS2821204"	"SRS2821020"	"SRS2821017"	"SRS2821016"	"SRS2821015"	"SRS2821014"	"SRS2821012"	"SRS2821011"	"SRS2821010"	"SRS2821009"	"SRS2821008"	"SRS2821007"	"SRS2821005"	"SRS2821004"	"SRS2821003"	"SRS2821002"	"SRS2821001"	"SRS2820998"	"SRS2820997"	"SRS2820996"	"SRS2820994"	"SRS2820993"	"SRS2820991"	"SRS2820990"	"SRS2820986"	"SRS2820985"	"SRS2820979"	"SRS2820976"	"SRS2820975"	"SRS2820974"	"SRS2820972"	"SRS2820971"	"SRS2820967"	"SRS2820965"	"SRS2820964"	"SRS2820963"	"SRS2820962"	"SRS2820960"	"SRS2820959"	"SRS2820958"	"SRS2820957"	"SRS2820956"	"SRS2820953"	"SRS2820952"	"SRS2820951"	"SRS2820950"	"SRS2820949"	"SRS2820947"	"SRS2820946"	"SRS2820943"	"SRS2820942"	"SRS2820941"	"SRS2820940"	"SRS2820939"	"SRS2820937"	"SRS2820936"	"SRS2820935"	"SRS2820933"	"SRS2820932"	"SRS2820929"	"SRS2820928"	"SRS2820926"	"SRS2820924"	"SRS2820923"	"SRS2820922"	"SRS2820918"	"SRS2820917"	"SRS2820914"	"SRS2820910"	"SRS2820909"	"SRS2820905"	"SRS2820904"	"SRS2820902"	"SRS2820901"	"SRS2820898"	"SRS2820897"	"SRS2820896"	"SRS2820895"	"SRS2820894"	"SRS2816074"	"SRS2816073"	"SRS2816072"	"SRS2816071"	"SRS2816070"	"SRS2816069"	"SRS2816066"	"SRS2816065"	"SRS2816063"	"SRS2816062"	"SRS2816052"	"SRS2816048"	"SRS2816045"	"SRS2816044"	"SRS2815679"	"SRS2815678"	"SRS2815677"	"SRS2815673"	"SRS2815672"
"msp_0178"	0	0	160	4215	0	983	3556	0	9	4030	0	22	12	8238	0	10	0	2461	8	0	8	2791	0	0	0	0	211	6	10	11	743	0	423	32	2020	0	0	47	4271	5605	4999	0	0	0	0	0	0	0	0	0	11	3457	7	0	4501	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	654	0	1675	0	0	1309	0	0	0	610	38	0	990	77	494	0	2178	3316	4147	0	0	0	18	0	0	3949	0	0	695	0	2612	4251	0	0	0	2076	0	0	0	0
"msp_0179"	0	0	0	0	3552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	487	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0180"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	39	0	0	0	0	0	0	9	0	0	0	0	0	0
"msp_0182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	23	29	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0184"	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0186"	27	121	0	0	0	0	1014	2000	0	0	35	0	0	200	0	209	400	0	297	66	0	0	0	361	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	19	0	12	4400	0	0	0	0	0	156	0	18	38	84	0	244	0	22	211	0	37	46	0	0	0	82	1127	94	101	412	0	0	328	0	0	18	0	0	16	0	47	0	13	211	0	1180	0	434	58	324	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	130	0	0	0	0
"msp_0188"	86776	484	2175	5813	590	34	906	3419	231	1385	0	519	3761	4045	4084	2610	12505	735	981	3262	987	750	2582	1165	24	2511	957	74	11	14	228	2221	690	537	754	328	911	497	165	281	313	2571	976	3870	3917	0	388	2158	5763	636	328	502	17	1664	111	1274	6574	534	1501	4737	432	1557	37	639	1264	67	9063	2630	795	2881	6441	2753	0	2163	5950	1717	173	0	4706	1189	1167	1456	1337	2111	635	149	520	0	2762	979	2451	55	766	2116	4447	199	0	1258	1209	464	1413	0	249	460	2608	606	1505	229	825	7372	660	276	45	713	424
"msp_0189"	1349	0	506	0	1426	16	124	0	539	203	178	21	1028	148	168	555	397	197	62	240	15	1294	127	325	8	108	18	0	0	0	50	796	572	168	50	230	31	447	52	0	27	325	18	195	2825	2251	122	377	0	335	90	47	0	160	36	0	236	0	27	2789	0	59	158	802	766	14	673	522	0	290	877	0	0	430	16	83	16	0	398	32	186	582	56	0	103	12	54	0	26	172	47	168	0	25	1650	0	755	75	893	915	4017	0	0	132	2698	60	6136	140	0	0	0	0	0	124	1126
"msp_0192"	0	0	120	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	174	0	169	0	0	905	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	213	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	2081	0	0	0	0	0	0	2748	0	0	211	0	0	1938	0	0	0	0	0	0
"msp_0193"	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	859	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
"msp_0194"	0	2512	0	6620	757	105	1726	11	1056	0	1881	207	0	0	34	71	0	278	57	4	0	1425	0	0	0	0	0	10	0	0	6	433	77	0	616	0	0	10	3591	17	0	0	0	0	14	0	0	104	0	3024	21	1075	0	0	629	0	147	173	141	0	0	511	24	868	859	0	0	0	0	0	0	35	1026	1119	0	0	713	287	402	0	67	12	0	209	78	15	0	219	0	0	0	42	0	0	0	0	919	22	0	14	0	0	896	2761	0	0	2157	1722	860	0	3276	0	15	0	0
"msp_0195"	0	0	2583	0	0	0	5822	0	1889	0	3587	583	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	220	14	0	672	20	0	515	0	0	0	0	2465	0	2692	150	0	0	0	0	0	0	3128	0	0	0	9	0	2001	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	898	0	0	0	0	0	0	0	0	0	0	0	0	0	2843	0	0	0	0	0	0	0	1886	383	0	0	0	0	611	0	0	0	645	0	0
"msp_0196"	36	5974	5274	24	10	864	20655	4065	4218	1531	9338	2261	25	6620	1493	5333	1144	573	8965	24	420	5275	1910	937	2556	660	7377	163	29	19	1002	454	3230	120	2365	2600	5459	0	3054	6592	31	4220	29	596	6982	7074	2083	1650	316	4008	1701	852	944	8735	3647	21	1613	2584	0	2508	2246	44	10	812	2328	206	23	3682	6	1157	6372	1118	1940	10009	1713	0	317	2505	4978	1734	328	12	770	9552	1648	19234	4447	5283	20	1092	2567	11631	1478	0	13539	4095	21522	4706	17841	2625	8726	26	4112	2436	5769	2711	1467	0	476	729	5176	280	2713	2068	7368
"msp_0198"	0	95	21	0	64	0	226	0	24	0	163	0	648	0	0	294	0	0	0	0	211	0	0	0	0	0	128	0	0	0	24	0	0	8	0	147	612	0	141	0	238	36	0	0	0	0	463	0	0	0	0	0	0	234	9	0	0	90	0	0	0	0	0	77	0	0	102	0	637	0	14	0	0	0	0	0	0	0	0	36	14	0	0	0	111	0	92	0	0	183	0	0	0	0	0	0	0	26	0	0	0	1952	59	0	0	38	0	0	9	0	0	38	526	0	0
"msp_0199"	0	0	9827	8	0	0	17	43	26	5517	20	24	0	8	17846	0	0	4557	18	22	37	24	21802	13	0	7	16	7533	111	32	39	16	34	60	6670	5320	5	17	11562	0	7846	11679	14011	0	31	0	9191	0	1151	22	18	7904	17	0	34	36	24	0	0	0	0	3567	0	10	0	0	0	22	0	0	0	0	0	0	0	0	4711	7	12	14	4607	0	17	0	13304	18886	11109	16	15	13	0	0	11380	7	0	0	0	15	0	17	32217	21	432	0	0	16608	0	0	0	11	0	19029	0	0	0
"msp_0200"	0	38	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	62	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	75	0	0	65	96	9	11	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	8	0	0	0	0	0	0	0	0	0	0
"msp_0202"	0	3181	12	14	0	0	0	33	0	19	0	0	18	0	0	0	0	0	6719	29	32	12	0	0	15	4519	27	0	56	0	1497	14	0	90	0	0	0	0	0	0	0	547	0	0	17	0	0	0	0	41	989	27	4384	987	12	1246	16	0	0	0	4884	0	5621	0	2856	6092	4059	978	0	0	154	0	0	3902	0	15	0	42	804	0	1119	0	0	0	743	2299	0	78	0	652	40	4260	0	0	0	0	8489	0	857	0	2293	255	0	0	3470	0	0	3774	0	0	884	0	0	0	1818
"msp_0203"	0	0	0	0	16	20	0	0	115	425	397	0	479	2950	0	137	1755	198	0	0	496	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	1139	0	0	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	113	0	0	0	0	0	0	0	0	41	0	22	68	0	23	83	93	669	453	0	0	0	245	0	45	0	0	0	0	0	989	0	161	0	0	0	0	27	0	397	391	0	172	0	0	39	0	239	243	0	0	0	62	0	33	776	0	0	0	0
"msp_0204"	0	18	0	0	0	0	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	13	14	0	0	0	18	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
"msp_0205"	56	0	162	0	331	0	1934	0	259	846	0	731	0	913	0	34	58	221	6	0	0	67	0	0	0	0	541	1006	10	0	240	111	0	118	0	976	0	0	1380	7980	7568	0	0	41	0	37	536	0	0	19	3792	12	0	0	9943	10	168	1252	0	0	1800	0	0	2895	76	0	0	0	0	0	630	0	0	2433	0	0	715	0	0	0	24	503	0	0	0	4707	6	0	44	1274	0	0	0	0	0	514	4809	1071	0	578	54	0	6421	0	0	1078	788	900	0	0	201	31	12	0	71
"msp_0206"	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	44	50	87	0	0	0	0	0	80854	1479	66	70	64	50	46	5970	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	44	46	45	40	0	39	54	45	0	0	807	0	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0207"	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1878	2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	948	0	0	0	159	0	0	0	0	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	951	0	135	0	0	0	0	0	0	0	0	0	0	0	634
"msp_0208"	8026	2285	112	2938	1098	143	860	2029	1840	747	4674	177	1755	1582	1629	2356	909	937	1200	121	135	392	1226	91	586	530	162	81	0	0	60	375	986	69	840	222	914	358	352	1047	315	175	648	1390	4610	562	162	1186	39	184	25	346	272	761	565	201	1611	321	1152	1065	1351	503	403	2721	1215	1617	778	1406	2819	320	3567	1303	1243	3563	92	1310	76	1093	1179	619	331	1449	403	1437	280	504	856	183	325	391	366	788	205	222	436	139	2163	1171	1654	490	1859	45	1348	743	303	487	2041	4302	1766	68	2858	22	5066	94	577
"msp_0210"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0213"	28	1650	197	650	42	36	2691	3357	1234	71	463	25	1789	218	35	167	300	46	473	321	313	10	295	305	1117	863	57	44	6608	493	81	18	616	32	87	323	1736	208	126	16	320	957	1601	845	574	348	34	281	417	435	353	119	2624	470	188	2484	1062	77	135	777	112	135	1943	525	254	1640	2243	335	211	93	763	728	331	582	1992	200	99	271	173	40	18	87	133	405	49	20	32	237	4763	0	5824	56	1018	977	128	2545	1277	75	47	175	379	1834	25	46	1116	13	35	110	245	257	650	433	585	26	134
"msp_0214"	0	14613	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	8	0	0	0	0	0	8	0	37	8	6	0	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	7895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0215"	0	0	13	0	0	0	31	23	0	13	0	14	19	9	75035	0	0	16962	35	30482	76	13	7	0	10	9	41	32	56	33	17508	36	35	31	10655	0	0	0	0	0	0	0	106	0	28	0	3952	0	0	24	30	26	35	0	31	22	29	0	0	0	0	0	0	12	0	0	236	0	0	0	0	0	0	2025	0	0	0	0	0	12	0	0	0	9528	19119	14849	0	13	0	1246	2576	0	15566	0	0	0	0	9	0	56	10986	7	0	0	0	5209	0	0	0	8	0	0	0	0	0
"msp_0223"	0	0	91	0	0	0	0	0	0	10	0	4068	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	821	0	0	0	0	0	0	3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	14511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0224"	391	88	116	0	84	74491	60	285	128	204651	81	191	12	11	13	33	0	20721	222	351	1060	41	19	18	8	20	132613	26732	539	297	439	201	281	170967	17250	56	57	106439	11030	31942	8851	0	38	0	47	36	253624	0	56	215	259	242	299	0	96035	245	266	199291	158	127	34	59497	275	561	69	502	572	389	101	45284	897	126	104	96	165	76	79850	138	25	22	0	0	39429	50791	38638	7781	12	26	14	134	0	0	0	0	0	0	0	20	0	17	9034	27	2754	0	59	35349	70	0	0	23	57	68524	3426	0	71
"msp_0225"	0	3991	228	0	429	1706	10200	7	1585	800	6487	628	4948	297	0	534	0	359	1829	8	970	1095	1057	0	0	0	9	17	19	6	375	184	924	507	3233	435	7659	7	1214	0	0	12	14	237	851	1180	257	457	24	1990	3275	516	10	7	2279	88	749	79	10	41	2559	170	0	544	17	0	0	0	0	19	13	236	0	934	989	0	441	610	0	7	271	0	41	3189	1762	3901	101	0	0	949	524	5	1804	1297	190	0	12812	304	0	5335	2723	0	3329	6243	446	144	1285	0	101	28	823	31	145	0	0
"msp_0227"	0	17	59	1495	15251	8	0	7	389	33	0	213	9	3845	911	10672	2632	0	4162	15	11	2147	25198	11	12	1019	69	20	14	15	93	783	2226	86	7	370	0	0	0	41	0	5884	0	12	11044	0	114	1639	0	218	1221	8347	15	14	1981	12	3321	183	0	122	673	96	7125	0	0	122	151	8490	0	7	266	0	0	73	296	0	0	2039	864	0	191	16862	0	0	281	284	224	0	3022	61	240	124	774	0	5194	9	2648	0	47	4373	0	0	1687	0	0	44	0	586	0	0	7790	0	0	99	1174
"msp_0229"	0	0	0	0	0	0	0	0	0	7	0	0	15	24	0	0	0	0	37	123	48911	0	0	0	0	0	38	32	24	25	30	17	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	28	21	30	0	17	26	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	32	0	0	44	0	44	25	25	32	19	46	0	0	0	0	0	0	0	132103	0	21	32	0	0	0	0	0	0	0	0	40	0	41604	0	0	0
"msp_0230"	0	0	0	0	7	0	2587	0	542	43	0	81	0	0	0	0	54	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0232"	0	0	0	0	0	0	0	23	0	0	262	0	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	145	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	466	0	0	0	806	0	0	0	0	0	0
"msp_0234"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	5	0	0	0	0	0	0	0	0	0
"msp_0236"	0	0	0	7488	0	20	1127	164	125	669	477	37	12	151	366	653	1112	7746	357	63	0	332	235	1638	17	1355	7	57	0	0	78	320	8	179	1363	0	2885	551	63	762	708	1015	438	9197	108	10259	0	471	0	5	212	30	0	0	830	0	2630	77	269	543	31	96	11	0	2406	137	3580	1083	1308	298	30	405	17	1434	17611	306	180	2748	3911	565	198	59	86	1928	43	69	62	12430	18915	25	280	0	0	627	0	280	113	334	393	7	214	0	229	1265	43	1473	0	1002	0	278	192	0	24	0	2038
"msp_0237"	0	0	4	0	0	17	57	0	141	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	39	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	156	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	31	0	0	0	0	22	0	0	0	0	0	394	15	0	0	0	0	129	0	0	347	0	16	112	0	61	0	24	0	0	0	0	0	0	156
"msp_0238"	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172
"msp_0239"	0	7956	0	0	0	1195	0	18	0	2701	0	11	0	0	0	0	0	0	1768	0	0	19	13	9	7	0	0	78	0	8	0	0	0	0	0	0	0	0	0	0	51	16	20571	0	39	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	13	185	31	165	143	358	0	139	0	283	11065	651	642	0	0	0	7	0	0	0	0	0	43	1397	2666	0	0	0	647	11	780	4590	11	0	0	0	0	0	352	288	122	0	0	0	0	0	0	0	0	0	0	0	9	0
"msp_0242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0243"	0	0	0	0	0	136	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	3291	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	10	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	489	0	453	0	984	0	0	0	0	211	0	0	7	0	0	0	9	0	0	0	163	0	0	67	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	10	0	0	0	0	0	579	0	0	0	0	0	0	0
"msp_0244"	0	0	4734	50	181	62	66	2658	258	28	0	218	303	495	132	388	1342	58	679	21	171	274	0	105	120	104	226	11	0	0	51	35	1027	105	218	101	0	567	25	414	0	87	172	140	107	616	129	253	0	41	287	600	0	0	30	0	0	59	725	195	43	191	0	814	76	246	0	235	24	63	679	56	0	282	0	111	32	14	26	169	141	130	21	53	36	229	0	0	0	81	41	24	182	0	211	0	146	161	158	120	60	12	60	629	0	724	45	233	0	0	0	116	2089	273	0
"msp_0246"	0	0	8	11	0	0	0	2381	0	0	0	0	0	0	105	0	0	0	16	12	523	0	138	0	1442	269	13	18	3212	5435	39	12	12	13	0	0	582	0	0	9	0	0	508	0	13	0	0	0	0	10	0	7	18	226	21	13	11	428	0	343	0	0	2343	0	65	1057	528	0	0	0	815	0	0	0	1502	0	0	2675	0	0	0	0	0	0	34	0	0	0	0	0	0	0	7	0	0	0	41	31	0	0	0	0	0	0	33	46	0	0	2083	0	0	1955	0	588	0
"msp_0247"	0	0	233	0	751	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	24	0	0	14	0	0	114	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	142	0	0	0	0	0	0	114	0	0	0	0	0	0	5052	0	0	0	0	0	0	0	0	0	0	0	38	0	0	345	252	264	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	334	0	0	0	0	0	0	0
"msp_0249"	0	15	11	16	0	22	399	0	91	0	8	88	30	382	48	10	0	0	0	0	0	40	156	0	0	0	29	0	0	0	0	0	44	0	159	73	1261	0	74	109	349	0	0	8	90	71	35	0	0	241	802	15	0	209	88	0	0	204	106	0	11	0	0	11	31	0	0	0	123	0	118	8	30	103	20	0	10	15	129	26	15	15	0	63	19	253	63	524	389	99	0	103	143	0	23	53	452	0	44	89	0	0	191	59	43	63	141	26	1098	57	11	0	464	0	0
"msp_0250"	0	1754	2393	5952	1425	274	7	2817	0	2963	2087	256	13	0	10636	1350	7538	0	9	6	1113	77	0	0	0	0	572	8	20	0	10	273	9	369	1138	0	0	28	7	1844	0	0	3827	1156	28	1961	798	4431	238	12	2869	1130	10	465	635	0	371	100	0	179	0	0	23	29394	1514	1893	9983	0	3492	42	71	356	3493	6522	0	1396	0	101	1289	30	0	870	0	0	0	81	825	1618	0	888	0	1020	0	0	5217	0	6628	2807	0	0	2317	9	2636	2573	0	657	2242	0	0	4360	361	25	1575	0	1477
"msp_0254"	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4974	0	0	0	0	0	0
"msp_0258"	29	0	4967	2347	745	466	1089	1401	2224	1013	1813	911	794	1088	464	334	1510	451	349	23	765	1944	173	61	3507	0	1579	208	31	17	329	74	734	412	1747	743	0	2201	4606	1252	1148	3930	11	2501	19	1613	514	7778	209	3164	1803	3078	3270	2372	1698	4519	3000	182	883	2852	229	476	1133	980	1449	19	1813	8	0	2091	1425	0	820	2780	3620	5	987	1080	295	101	36	533	455	215	642	494	455	629	16	70	4489	2152	693	165	1108	816	8996	590	823	3213	1625	12	701	470	273	1670	289	1026	747	7914	520	1370	1590	1122	1280
"msp_0259"	9	17	825	1739	4830	312	869	2923	667	5594	8155	1308	3069	7192	0	925	7362	1638	0	0	8	919	608	566	1172	0	200	190	16	0	137	430	657	349	772	235	378	691	1461	72	526	1030	0	0	1754	0	1856	2824	0	253	892	1024	0	5691	475	0	2453	243	1543	831	1410	486	16872	2929	681	4524	5505	1324	341	707	5231	0	0	1047	61	0	157	325	440	519	530	659	515	629	2572	807	905	65	338	236	2996	726	670	211	1703	1570	1081	449	151	571	784	0	333	629	0	758	668	1074	31	751	1348	362	159	410	546
"msp_0260"	0	0	93	0	0	3666	0	0	0	2314	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1233	0	0	0	0	65	0	0	0	1663	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	3473	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0262"	0	7	582	8	13	1645	0	25	12	15	0	2472	3374	1250	7491	0	0	0	0	0	0	2468	0	17	0	0	0	0	0	0	1885	2460	8	107	7	157	0	491	654	0	0	0	0	6	1103	0	23	26	0	0	0	0	0	6	0	0	9	398	0	190	6409	853	0	0	0	0	0	9	0	0	0	143	0	1633	0	0	797	0	0	8181	213	0	0	6079	0	0	4314	0	426	0	0	0	0	0	0	2884	681	0	21	0	0	0	866	972	0	688	0	0	0	36	0	0	0	0	240
