"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637863"	"ERS2637861"	"ERS2637859"	"ERS2637858"	"ERS2637857"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637812"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637808"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637801"	"ERS2637800"	"ERS2637799"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637792"	"ERS2637791"	"ERS2637790"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_0087"	0	29	5099	182	452	7991	7	952	364	0	6050	11075	0	2722	6454	15487	13431	33	0	0	0	707	581	746	18306	184	8287	11	0	5755	862	0	0	1817	0	98	42	4686	2521	6415	0	0	8598	1641	173	11686	0	22816	15335	0	1048	3276	9	985	0	245	2754	9391	0	295	72	11358	11088	0	999	18840	11138	16412	66	0	0
"msp_0089"	0	23756	0	114	3848	135	12	228	6	0	1633	4722	645	395	0	514	103	0	1047	1212	748	1630	93	2306	21	1805	5645	261	1266	474	1290	609	730	57	5126	0	7500	269	0	9853	28	3149	0	347	0	167	0	492	222	980	553	390	0	209	675	177	0	4488	3361	505	5571	2454	290	0	1374	0	426	118	185	8304	6838
"msp_0090"	18008	23384	3589	36300	51848	18039	2492	16459	276	6194	13156	11897	8739	4280	195	2840	15745	31	96	22688	9900	588	2236	38773	64	24721	11390	13914	6733	22677	162	23361	7192	24145	69	124	46	52	0	18699	30	7957	76	13905	19	6276	8287	6155	11026	3665	26175	9964	22073	8676	17707	90	783	54	20105	14656	209	11987	6111	6033	957	8880	5049	84	13099	14308	18921
"msp_0092"	9	0	24654	486	0	4811	0	2445	0	15	5277	617	4401	19	4237	0	42	11	0	0	297	455	4425	3530	6	22844	3675	2241	6222	2821	0	0	278	0	0	0	29	13471	0	0	0	0	2313	1251	9	725	2442	0	431	242	0	481	0	567	25	358	369	0	0	0	6609	2503	5265	0	0	14	0	0	346	0	17833
"msp_0093"	4369	4648	5	1000	1819	424	160	614	599	0	252	2802	12473	700	16	10	2924	64	736	3365	655	64	10653	8419	172	175	4060	3202	844	457	1974	0	2694	9	1331	870	26	41	0	3167	3135	1989	2382	55	3598	1392	15010	0	9	1978	1367	2455	867	1218	1329	0	1202	1079	2425	883	1977	997	172	382	122	8478	940	394	972	583	0
"msp_0095"	59927	0	17	0	0	112	0	3647	6421	0	62483	0	19969	175	2012	0	1780	0	0	11159	0	142	0	54277	97	18996	16438	81	0	0	0	0	111	0	0	0	191	0	6	0	0	0	1264	0	0	27	0	116	17216	0	0	124	44479	3390	51756	32	0	0	190	0	46322	0	0	13564	0	0	0	0	0	218	0
"msp_0098"	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	0	0	0	0	0	0	0	0	0
"msp_0103"	0	11	0	6	933	0	0	0	0	20	0	0	18	0	0	33	132	0	535	0	0	0	0	30	8	0	37	0	0	374	24	76	25	0	0	0	14	0	0	0	15	0	0	0	0	0	42	0	24	0	0	0	28	0	0	0	0	0	6	0	21	79	0	433	22	91	17	0	0	0	10
"msp_0104"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0105"	2811	0	9893	0	16314	0	7781	0	0	14739	60	0	0	172	2791	0	1779	16009	0	0	0	0	0	10944	35	72	0	0	173	1716	0	11733	18	25	0	5145	32284	0	7	0	0	0	0	5697	300	0	0	0	0	0	35	0	0	4495	0	0	4951	5121	65	1062	56	11348	0	0	0	0	0	0	4551	0	0
"msp_0106"	39	0	0	0	713	66	0	4365	0	0	0	0	0	2919	0	0	1403	463	0	0	0	2563	561	0	0	23	8855	0	471	9	19336	833	0	36	0	0	0	0	0	15457	0	1244	168	662	636	1775	0	0	0	341	874	0	0	0	0	0	1512	5477	0	0	0	0	12017	1175	0	0	7246	0	185	0	0
"msp_0107"	2062	1041	482	122	150	1242	3098	417	21	9043	1249	661	640	2580	500	5227	6788	341	416	1044	2485	561	1826	1101	2030	715	995	2042	1278	501	72	0	5564	721	75	27	1266	558	4228	3388	2240	699	9436	2203	3080	1044	826	1375	2604	1028	123	1299	5077	1149	3467	114	4304	1268	1019	1192	653	1241	783	1639	453	1804	3925	1030	36	38	156
"msp_0108"	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0
"msp_0109"	0	66	0	14	417	0	0	0	0	0	0	0	0	0	0	23	0	0	58	0	0	0	0	44	0	0	16	0	0	0	9	0	0	0	0	0	14	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	37	0	22	15	5	0	0	0	0	200	0	0	17	0	0	0
"msp_0110"	1245	7	586	480	5048	323	0	166	10	664	141	514	408	12	1312	421	1442	235	1105	659	1003	379	935	8	90	7765	1968	632	452	406	516	122	1716	9481	98	261	129	370	303	778	186	459	355	198	46	271	629	490	846	580	4093	587	94	396	1656	548	0	277	2852	226	1498	713	206	501	2825	0	16	123	70	2384	1746
"msp_0111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0112"	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	27	0	539	34	54	0	0	14	0	0	27	0	0	6	7	0	13	90	0	0	55	0	0	102	0	0	0	0	0	0	0	0	60	0	0	0	50	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
"msp_0114"	0	0	0	0	0	0	0	0	1227	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	5855	0	0	0	0	0	0	0	0	3568	0	0	0	1712	0	0	0	0	23	4456	0	0	0	0	0	13	0	0	0
"msp_0117"	15	0	23	0	0	0	0	585	62	0	717	812	0	0	0	0	0	19	0	0	0	0	0	942	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	371	0	48	0	0	799	16	0	0	5	0	0	1837	0	0	1601	0	0	0	0	0	0	0	0	435	0	0	0	0
"msp_0118"	0	0	0	0	0	0	40	0	0	0	0	0	0	1084	0	0	87	0	0	0	0	0	0	0	0	0	0	244	0	3305	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	16	0	0	0	3078	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0121"	0	0	472	0	33609	0	80	17170	0	437	0	1170	0	6218	1369	12	110	7228	0	0	8113	255	1890	18781	450	89	110	4761	189	53	0	1534	4624	0	0	3324	0	0	0	0	1323	227	0	0	0	4829	0	0	649	340	0	0	19	2539	602	0	0	14	70295	0	14190	0	0	0	0	0	3144	0	5321	59	0
"msp_0123"	0	12	0	0	0	0	0	0	36800	0	0	0	0	0	0	0	0	0	0	0	0	2797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3577	0	0	0	0	0	0	0	0	0	0	0	6275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0124"	2189	22	6565	5313	52822	6985	45302	10321	2857	12814	14900	11569	15861	5189	2457	35497	8957	40093	12182	26424	11253	1481	25110	33891	8422	6405	28620	28440	3244	16243	19726	6286	27012	157	5761	39480	4073	1342	4126	5853	24993	52702	12548	3023	12560	1703	7203	1668	880	10956	9262	6259	30822	6364	3858	12224	2056	22089	1265	2212	134	23861	2714	2687	446	17739	4667	68	21385	72462	10052
"msp_0125"	582	7680	257	162	66	2764	703	170	204	3105	4808	1625	1663	1770	25	1635	7608	216	4693	0	0	157	3136	2517	3534	3857	8558	6074	156	487	11528	87	546	1307	1749	7320	2030	3424	891	2206	3573	1231	492	773	168	3082	2818	612	1144	419	2100	341	5526	444	2597	350	765	452	245	1269	15	1440	1758	45	240	1615	2071	13810	2531	2449	1468
"msp_0126"	127	386	1276	3756	1959	113	663	0	14	31	1721	930	1735	143	1453	511	0	6	22115	190	0	784	54	1013	137	1857	93	22	0	5423	479	0	77	1315	49	85	564	462	128	4428	720	80	86	0	0	134	538	382	2042	1130	234	389	2372	0	1906	0	0	0	57	4899	717	5042	291	62	14073	283	2811	80	1197	41	781
"msp_0127"	0	0	0	0	0	0	0	0	31	0	1309	17680	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	1938	0	12	0	0	0	3527	0	3461	0	0	0	0	0	3702	23	0	0	148	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9596	0
"msp_0128"	46	640	0	2804	1015	0	18	0	34	0	51	451	392	193	0	0	1070	64	1656	0	495	0	850	2100	7	540	1169	0	32	0	352	2749	440	0	42	112	780	0	0	124	0	0	323	0	0	266	0	93	686	30	0	1500	0	915	0	0	0	0	0	2700	593	14	211	1426	11	0	253	0	379	0	582
"msp_0129"	0	629	0	249	2312	31	0	0	361	157	483	285	0	0	319	19	2958	0	2822	476	502	0	0	0	14	8754	0	402	0	113	3	0	0	0	111	0	647	30	0	1891	797	0	0	0	0	125	122	107	943	213	1275	485	407	171	554	0	0	0	0	590	26	1323	391	0	583	208	301	0	284	19	0
"msp_0131"	0	12	0	20	4852	16	0	57	0	5153	5922	0	0	19	34	4047	7144	0	0	0	0	41	4083	7404	1548	0	0	7786	7591	0	7296	0	0	519	0	0	14	0	13580	0	0	0	0	935	16	0	0	0	0	79	1310	0	0	0	39	14954	0	0	26	0	1722	14801	9599	0	3715	0	0	83	0	541	0
"msp_0132"	0	0	0	0	0	0	0	0	0	0	0	33	0	9	0	0	0	0	0	0	0	61	0	142	96	0	178	0	0	1323	27	122	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	917	14	56	0	0	0	14	125	20	0	0	0	0	0	2576	36	0	0	0
"msp_0133"	0	0	0	0	0	54	0	0	162	0	0	0	0	0	9734	0	0	0	0	0	0	0	0	0	0	0	43	22	0	0	0	0	64	26	0	0	208	0	0	0	7340	504	46943	0	0	0	0	36277	8	19635	0	20391	13099	7327	1020	0	0	389	0	0	0	17	0	0	0	0	0	0	0	0	0
"msp_0137"	0	0	0	0	0	0	6316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6632	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0138"	0	3553	0	246	0	2481	17	0	23	0	22	717	2399	3474	0	0	0	0	47	301	81	0	0	489	830	0	39	0	0	0	0	0	479	9377	4301	0	0	0	0	0	0	134	374	0	0	0	0	116	0	3905	301	0	0	0	80	0	0	0	0	0	0	0	0	13	0	0	270	10393	0	0	0
"msp_0139"	0	1004	2034	1411	0	0	306	0	0	0	275	1344	21	634	68	5	299	0	0	59	32	0	309	993	0	172	0	208	116	1143	1614	0	2078	76	0	21	246	533	223	558	193	61	55	0	0	414	194	306	713	307	0	783	0	365	0	0	16	0	174	0	0	0	0	7	654	774	210	0	101	0	185
"msp_0141"	341	0	8190	90	40	476	1435	171	88	5662	1378	813	0	369	193	0	3112	420	382	702	531	369	1587	1095	388	1973	289	1005	0	1305	269	0	899	1735	0	178	162	1309	1863	3110	259	70	1578	542	1656	253	219	1378	604	5786	60	70	842	392	1056	36	272	152	501	3652	30	6714	19	432	276	0	60	18	72	36	253
"msp_0142"	1671	0	2260	0	52	104	0	128	39	4966	2129	366	2468	3669	448	0	0	0	572	2725	1363	572	917	781	1525	1622	1153	521	104	239	802	365	0	0	28	85	18	568	555	2908	929	1055	1537	1183	5589	362	0	4149	25	597	277	1135	2714	114	2568	2631	453	58	625	1148	1257	1777	1168	17	190	0	868	17	188	224	667
"msp_0144"	625	181	0	0	12839	87	13545	8159	438	0	598	3210	12922	1988	76	14	4194	1165	14	10664	0	1362	3529	23714	50	214	15040	34	780	12	4943	0	5321	170	122	9347	29	0	0	5364	0	3439	476	3546	0	0	5623	0	1852	37319	11	16	12	4186	6271	28	107	23005	52313	66355	0	0	61	74067	0	10	14111	0	2856	731	0
"msp_0145"	0	3056	141	24	0	0	247	122	0	0	257	0	56	673	0	190	4061	0	0	0	51	0	144	0	2038	37	33	48	0	289	1299	0	0	6557	1247	0	0	153	167	643	752	74	0	0	0	97	0	35	35	47	1346	0	996	0	1778	0	15	1619	0	0	218	93	326	0	194	0	475	1860	39	0	127
"msp_0146c"	61	53	10	29	0	21	140	0	0	34	18	0	56	0	0	8	0	13	649	0	57	21	20	19	141	30	15	0	47	0	23	7	0	0	0	0	14	52	0	32	0	23	23	0	161	0	0	9	54	0	13	16	0	0	58	0	12	0	0	147	20	19	23	0	785	52	17	76	15	0	0
"msp_0147"	0	0	0	0	7	0	0	0	0	14	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
"msp_0148c"	0	14	0	6	0	302	61	0	0	17	57	39	0	0	0	10	0	0	0	0	0	0	38	0	6	0	44	0	108	0	0	29	64	0	64	0	14	0	0	0	0	19	36	0	0	18	34	166	73	52	0	33	0	0	0	0	0	0	0	70	18	0	22	5	85	64	44	809	200	24	18
"msp_0150c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
"msp_0151"	20	556	82	16	203	0	0	216	0	0	0	0	331	788	355	0	58	0	1328	646	876	410	25	8	0	1308	0	653	202	0	1959	12	92	0	163	0	0	34	28	635	618	43	0	938	0	483	0	0	0	154	0	0	0	0	0	529	170	297	0	8	2794	1644	175	13	214	0	0	0	641	0	0
"msp_0152"	2961	0	0	6	1021	1491	9991	166	1095	7906	824	933	622	2091	3300	2059	969	2524	17483	0	2221	1324	2580	784	3887	8052	3489	5800	100	239	4294	0	3780	1884	81	1251	82	1494	3078	331	7405	323	896	2436	8812	1122	112	8653	5042	10	330	13078	366	5524	3940	977	4898	257	431	2307	27	2622	364	371	897	1103	7275	1853	225	39	277
"msp_0153"	0	0	0	9	17	0	0	0	0	57	0	0	0	0	0	6	123	0	1120	58	0	0	0	8	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2789	100	0	0	0	255	0	0	0	0	0	40	1120	23	0	0	1562	14	0	13	0	0	0
"msp_0154"	12407	1299	6500	1823	3484	753	16767	2493	1712	5085	7622	4052	8418	2869	880	8489	1963	969	210	4798	6863	2821	11643	9838	4779	6145	10673	4260	1496	6333	6811	6573	6261	42705	1482	5105	1307	5060	1826	13163	2166	14913	12788	4055	6921	4041	1050	10164	6482	26960	10617	3377	10668	1502	4639	2423	1057	1927	11435	4797	1382	9153	1097	2588	1146	6596	15643	10259	1185	3569	11444
"msp_0158"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	4489	84	0	0	0	0	0	0	0	0	657	0	628	0	0	0	21	1642	63	0	1657	0	0	0	0	0	0	91	0	0	0	10	0	0	0	9	0	653	0	0	52	0	0	0	0	0
"msp_0159"	0	0	0	215	16	0	0	216	52	0	41	150	0	0	43	0	84	1061	0	0	51	0	122	0	0	1285	205	0	0	0	0	13	149	0	0	22	0	23	0	0	0	0	30	172	46	18	0	0	0	871	0	0	428	0	0	0	0	0	0	0	0	0	255	163	0	0	0	0	177	0	0
"msp_0160"	0	0	0	0	0	0	21911	594	593	60	0	0	0	0	0	0	0	0	0	0	0	9676	4400	0	25793	2155	0	0	0	0	0	0	0	0	1657	0	16	0	0	0	31701	26	1926	284	14523	245	0	0	69	1126	0	23	0	0	6301	0	3352	32	0	0	0	0	0	0	0	0	0	0	1324	29	0
"msp_0161"	0	0	0	0	0	881	0	22	1656	3901	0	1330	0	0	0	11	0	0	6	0	0	78	0	0	0	0	0	0	2524	2115	593	0	6060	89	308	0	538	0	0	0	7117	0	9677	0	1226	0	860	0	17	0	130	275	28	0	2259	0	0	0	16	0	0	0	0	0	0	0	0	0	0	8	0
"msp_0162"	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	255	0	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	24	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0163"	11	0	0	0	0	0	0	0	10	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	2081	108	0	372	0	0	0	24	0	0	0	0	0	352	906	0	258	0	71	0	0	14	41	0	106	845	0	1720	0	0	0	0	0	12	1802	1744	0	0	0	0	1267	24	0	0
"msp_0164"	1951	29	10	5	532	472	0	173	156	5412	1313	370	0	560	279	0	11198	9	0	1048	1369	324	1672	0	415	500	1669	5479	2938	6204	0	0	0	0	279	305	0	287	31	0	1268	310	503	2174	63	301	0	1226	2139	484	13	2867	117	368	1909	76	2022	868	1325	0	4285	1037	2346	529	589	1175	2550	1166	703	32	1311
"msp_0168"	0	0	0	0	0	0	0	77	637	0	33	0	0	0	35	0	22	490	0	0	0	738	0	0	15	0	0	0	11328	0	0	0	0	11	2332	1327	0	0	0	3835	756	0	0	10917	318	0	10793	0	28	0	56	9	0	149	3082	1041	0	1645	0	0	0	0	0	504	0	0	0	7	0	18	0
"msp_0170"	0	6419	0	0	0	0	0	0	61	0	17	0	0	8405	0	0	17	0	0	14519	0	0	0	7561	12	0	0	77	0	0	0	0	0	0	0	0	0	0	0	1075	0	0	0	2242	0	0	0	0	0	8173	11	0	0	560	0	17	0	0	0	0	0	0	6130	232	0	0	0	0	6489	0	0
"msp_0172"	16	659	41	357	4087	61	298	116	138	190	122	161	345	47	37	35	271	824	1900	998	152	161	132	1092	77	371	298	276	87	2828	535	623	81	1271	1109	80	667	95	16	367	37	36	31	42	35	53	164	201	124	1917	329	58	180	59	249	199	16	134	1990	254	1055	496	43	2631	2350	59	1455	8	61	374	149
"msp_0173"	0	0	0	0	0	0	0	2117	550	0	488	0	0	5750	0	0	0	5188	0	0	0	11033	509	0	0	20	0	0	0	0	0	0	34	0	0	0	0	0	0	4450	0	5461	0	152	210	0	0	0	0	21034	0	0	0	4301	17	0	20	0	32900	0	0	0	808	11171	0	0	2916	0	0	14	0
"msp_0175"	507	2667	0	0	6	14	0	234	382	0	3931	1834	0	975	0	0	2084	0	0	2151	0	0	0	110	2023	75	1408	0	3493	4023	0	0	167	708	0	82	95	0	0	481	1344	0	6327	128	0	4828	1301	0	0	0	757	0	814	90	15	11	952	0	16	0	0	0	311	0	0	4744	0	2494	353	503	1087
"msp_0176"	0	0	0	0	0	0	0	0	4241	0	0	0	0	0	0	0	0	2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1602	0	0	0	0	0	0	0	0	0	0	0	5537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0178"	0	0	15	0	7	16	0	0	1654	0	7600	0	0	3407	1782	0	74	0	0	0	0	0	0	0	0	0	5288	0	0	0	0	0	31	22921	3269	0	42	0	0	0	1321	159	4446	8144	73	0	0	0	61	4260	34	6277	6201	680	7572	0	1589	6119	864	0	12538	7824	0	988	0	0	0	0	0	35	0
"msp_0179"	0	0	0	0	0	0	0	14919	0	0	0	20088	0	0	0	7	0	0	0	0	0	5770	0	0	0	0	0	0	0	0	2765	0	0	9	0	0	0	0	0	0	0	4817	0	0	0	6437	0	0	0	0	0	266	0	0	22	0	0	898	7891	0	0	0	4502	0	0	0	0	0	0	7885	0
"msp_0180"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
"msp_0182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0184"	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4885	0	0	0	0	0	0	0	0	0	0
"msp_0186"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6009	0	0	0	96	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
"msp_0188"	1045	896	214	29	35	1382	2416	166	128	0	1814	2430	2045	3429	34	8419	0	0	431	2405	2437	0	2050	362	1335	1445	586	11559	1588	834	114	0	3698	140	272	0	1003	3162	801	939	1508	592	369	2569	0	347	903	7633	70	842	112	2444	5875	2609	7785	0	2159	136	458	1189	63	14230	4537	26	6963	6652	1522	10075	0	54	310
"msp_0189"	30	7	0	21	0	8	0	11	17	0	1777	0	0	1778	0	0	1796	0	0	0	0	0	0	26	9	56	0	0	1437	0	99	0	14	0	86	0	0	0	0	0	40	0	1729	763	0	0	250	258	0	850	0	18	395	0	48	0	0	0	0	0	0	0	1304	0	116	0	0	0	0	0	0
"msp_0192"	49	0	0	0	5169	0	7617	2071	7193	0	99	0	120	1540	0	0	0	11799	0	0	0	202	1416	0	0	53	151	1593	0	1354	13	9	13	0	0	4418	0	0	0	0	0	7971	0	619	763	0	0	0	0	1626	0	0	0	1499	487	0	915	10	0	0	14	2430	682	125	0	0	1227	0	0	106	0
"msp_0193"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
"msp_0194"	0	619	9	0	1425	662	555	0	2013	0	10	207	1935	308	398	418	9782	0	0	0	2075	937	0	0	199	84	1787	7969	85	343	0	0	0	680	1836	957	341	9	0	0	508	30	7485	1970	92	59	3475	5945	22	42	241	61	2503	53	1639	0	986	498	810	730	1089	0	2019	79	0	0	2499	694	3305	240	10452
"msp_0195"	0	0	0	0	0	0	0	4019	16	0	2325	1627	0	0	5841	0	1968	10780	0	0	1068	0	0	2006	3	7109	0	777	0	2757	0	0	1513	0	0	0	0	0	0	0	0	1615	0	0	12	832	0	0	1517	0	0	485	0	0	2576	0	0	0	0	0	12	0	0	0	0	0	6557	0	1443	0	0
"msp_0196"	667	0	278	713	0	17	4756	865	540	851	4127	1557	2341	1237	1087	9	265	170	0	1036	947	5304	5289	8350	535	5817	2625	1885	2128	3641	6199	1068	1154	11830	6995	1285	3933	1785	0	4573	796	9160	539	457	19	1854	9014	587	2571	5447	7975	1207	2350	1058	2516	3526	709	7468	22369	1642	6909	1946	2965	423	1940	17	1929	1518	3225	5300	109
"msp_0198"	0	0	0	360	0	0	151	0	0	0	0	74	89	172	27	73	0	0	0	454	66	0	356	0	0	30	288	0	130	0	32	0	0	26	0	0	0	0	0	0	0	430	107	69	0	24	0	0	0	125	0	360	0	0	0	0	0	618	323	520	97	0	0	41	0	0	60	768	0	0	0
"msp_0199"	0	0	0	0	0	0	0	16880	5833	0	30	0	0	11	0	0	0	21396	0	0	0	0	16	11637	18	21581	0	0	0	0	0	0	0	104	0	0	0	0	4	0	0	0	0	7518	448	31838	0	0	0	0	36	50537	0	0	0	7951	0	18062	0	0	17	0	0	538	0	10	0	44	23309	6	0
"msp_0200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	7	0	0	0
"msp_0202"	0	72	0	0	2304	0	0	0	0	2359	0	0	0	0	0	2246	116	0	3612	2499	0	0	0	0	0	0	0	0	0	0	0	8534	0	0	60	225	0	0	0	202	0	0	0	0	0	0	0	0	0	149	0	0	2157	195	0	0	0	0	3611	0	0	0	0	0	0	0	172	22	0	0	0
"msp_0203"	0	0	0	1005	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	3878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
"msp_0204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0205"	1001	3436	8	863	11335	97	16433	2926	15185	214	249	4227	0	959	2319	7	163	25391	326	3759	0	26283	2027	43518	648	185	5009	100	0	0	1897	0	1453	0	0	667	0	0	7	0	434	1839	35	87	465	0	8575	0	13	6618	9615	198	0	2417	1495	3323	153	0	0	0	597	358	283	790	0	0	1129	20	6044	2945	0
"msp_0206"	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	26940	0	0	0	7896	23	0	0	0	19119	0	0	0	0	0	0	0	10369	2830	0	0	7	9	0	0	0	33	79721	0	0	0	0	0	0	69883	0	0	0	0	0	0	0	0	0	0	100421	0	0	0	0	0	9	0	0
"msp_0207"	0	0	0	0	0	0	0	3827	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	5607	0	1003	0	0	0	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4310	0	0	0	0	0	0	0	0
